epoch,seconds,train_horizon,train_loss,train_pred_mse,train_full_rel_l2,val_full_rel_l2,val_pred_mse,lr,params
193,0.265346,1,1.13050239e-04,2.23007292e-05,1.11589750e-02,,,5.00000000e-04,444025
194,0.323564,1,1.07075571e-04,2.11259641e-05,1.04581264e-02,,,5.00000000e-04,444025
195,0.296206,1,1.07515423e-04,2.12023789e-05,1.05661624e-02,,,5.00000000e-04,444025
196,0.400753,1,9.54871117e-05,1.87960058e-05,1.00305647e-02,,,5.00000000e-04,444025
197,0.323320,1,9.91941381e-05,1.94175967e-05,1.02912026e-02,,,5.00000000e-04,444025
198,0.333504,1,9.13167811e-05,1.79523651e-05,9.82247341e-03,,,5.00000000e-04,444025
199,0.293335,1,8.98737230e-05,1.76292754e-05,9.82652771e-03,,,2.50000000e-04,444025
200,0.246703,1,7.20554380e-05,1.41733642e-05,8.73512268e-03,,,2.50000000e-04,444025
201,0.256672,1,6.20313932e-05,1.21500917e-05,8.21303585e-03,,,2.50000000e-04,444025
202,0.280568,1,5.91985772e-05,1.15780163e-05,7.99222472e-03,,,2.50000000e-04,444025
203,0.265006,1,5.85820976e-05,1.14592487e-05,7.93467537e-03,,,2.50000000e-04,444025
204,0.282897,1,6.25214947e-05,1.22454200e-05,8.15169472e-03,,,2.50000000e-04,444025
205,0.296315,1,6.34841654e-05,1.24332797e-05,8.20489854e-03,,,2.50000000e-04,444025
206,0.349046,1,5.99340881e-05,1.17426398e-05,8.03927255e-03,,,2.50000000e-04,444025
207,0.277856,1,5.77451648e-05,1.12872690e-05,7.88680345e-03,,,2.50000000e-04,444025
208,0.251332,1,5.82496828e-05,1.13952447e-05,7.92998534e-03,,,2.50000000e-04,444025
209,0.279778,1,5.96698647e-05,1.16799534e-05,7.97210595e-03,,,2.50000000e-04,444025
210,0.251590,1,5.98701322e-05,1.17152968e-05,8.01867253e-03,,,2.50000000e-04,444025
211,0.258253,1,6.19459391e-05,1.20923609e-05,8.09395352e-03,,,2.50000000e-04,444025
212,0.250478,1,6.58087850e-05,1.28939955e-05,8.36501148e-03,,,2.50000000e-04,444025
213,0.262552,1,6.60000581e-05,1.29512425e-05,8.39229888e-03,,,2.50000000e-04,444025
214,0.279622,1,6.26244555e-05,1.22542894e-05,8.15415269e-03,,,2.50000000e-04,444025
215,0.374122,1,6.13966931e-05,1.19959912e-05,8.13083372e-03,,,2.50000000e-04,444025
216,0.247161,1,5.92234721e-05,1.15473883e-05,7.96788260e-03,,,2.50000000e-04,444025
217,0.275870,1,5.90345473e-05,1.15130384e-05,8.01667660e-03,,,2.50000000e-04,444025
218,0.247970,1,5.86659004e-05,1.14532295e-05,7.92442361e-03,,,2.50000000e-04,444025
219,0.242481,1,6.31557850e-05,1.23635716e-05,8.16881445e-03,,,2.50000000e-04,444025
220,0.352572,1,6.20507722e-05,1.21296978e-05,8.14560646e-03,,,2.50000000e-04,444025
221,0.345002,1,6.34516637e-05,1.24204231e-05,8.20783982e-03,,,2.50000000e-04,444025
222,0.255202,1,6.20956750e-05,1.21606854e-05,8.20480227e-03,,,2.50000000e-04,444025
223,0.262673,1,6.32217009e-05,1.23620238e-05,8.21046582e-03,,,2.50000000e-04,444025
224,0.287318,1,6.83408020e-05,1.33660721e-05,8.39192098e-03,,,2.50000000e-04,444025
225,0.241540,1,6.29311529e-05,1.22925432e-05,8.25405747e-03,,,2.50000000e-04,444025
226,0.258571,1,6.38254749e-05,1.25098513e-05,8.13366723e-03,,,2.50000000e-04,444025
227,0.251328,1,6.03046595e-05,1.17867942e-05,8.04264486e-03,,,2.50000000e-04,444025
228,0.254623,1,6.02753872e-05,1.17870345e-05,7.98479682e-03,,,2.50000000e-04,444025
229,0.250046,1,5.85750034e-05,1.14449595e-05,7.98193091e-03,,,2.50000000e-04,444025
230,0.307372,1,5.69111655e-05,1.11197021e-05,7.94071826e-03,,,2.50000000e-04,444025
231,0.280771,1,5.71098001e-05,1.11587242e-05,7.79879600e-03,,,2.50000000e-04,444025
232,0.293504,1,5.67191297e-05,1.10880103e-05,7.77638450e-03,,,2.50000000e-04,444025
