nohup: ignoring input
epoch 0000 | 103.49s | train_full 8.340282e-01 | test_full 7.368993e-01
epoch 0065 | 101.99s | train_full 3.067983e-01 | test_full 3.221378e-01
epoch 0066 | 101.64s | train_full 3.078228e-01 | test_full 3.151325e-01
epoch 0067 | 101.79s | train_full 3.043497e-01 | test_full 2.977968e-01
epoch 0068 | 101.58s | train_full 3.076728e-01 | test_full 2.920437e-01
epoch 0069 | 101.68s | train_full 3.016388e-01 | test_full 2.838597e-01
epoch 0070 | 101.70s | train_full 3.123119e-01 | test_full 2.963301e-01
epoch 0071 | 102.01s | train_full 3.090235e-01 | test_full 3.386190e-01
epoch 0072 | 101.96s | train_full 3.045017e-01 | test_full 2.964108e-01
epoch 0073 | 101.83s | train_full 3.029766e-01 | test_full 2.984416e-01
epoch 0074 | 102.05s | train_full 3.034008e-01 | test_full 2.879991e-01
epoch 0075 | 102.37s | train_full 2.979660e-01 | test_full 2.887868e-01
epoch 0076 | 101.98s | train_full 3.033564e-01 | test_full 2.907509e-01
epoch 0077 | 101.91s | train_full 2.970737e-01 | test_full 2.834181e-01
epoch 0078 | 101.83s | train_full 2.964172e-01 | test_full 3.035118e-01
epoch 0079 | 101.76s | train_full 2.974061e-01 | test_full 2.945370e-01
epoch 0080 | 101.94s | train_full 3.017451e-01 | test_full 2.969565e-01
epoch 0081 | 101.93s | train_full 2.951853e-01 | test_full 2.876622e-01
epoch 0082 | 101.73s | train_full 2.952213e-01 | test_full 3.107327e-01
epoch 0083 | 101.88s | train_full 2.965237e-01 | test_full 3.004900e-01
epoch 0084 | 101.92s | train_full 2.906160e-01 | test_full 2.856427e-01
epoch 0085 | 101.83s | train_full 2.889633e-01 | test_full 2.874701e-01
epoch 0086 | 101.78s | train_full 2.903232e-01 | test_full 2.768539e-01
epoch 0087 | 101.87s | train_full 2.896126e-01 | test_full 2.817723e-01
epoch 0088 | 101.93s | train_full 2.872200e-01 | test_full 2.849975e-01
epoch 0089 | 101.97s | train_full 2.906637e-01 | test_full 2.762948e-01
epoch 0090 | 102.01s | train_full 2.892843e-01 | test_full 2.772352e-01
epoch 0091 | 101.92s | train_full 2.850703e-01 | test_full 2.765687e-01
epoch 0092 | 101.87s | train_full 2.899496e-01 | test_full 2.958992e-01
epoch 0093 | 101.77s | train_full 2.840867e-01 | test_full 2.776128e-01
epoch 0094 | 101.68s | train_full 2.881557e-01 | test_full 2.993367e-01
epoch 0095 | 101.97s | train_full 2.849113e-01 | test_full 2.698796e-01
epoch 0096 | 101.81s | train_full 2.849117e-01 | test_full 2.839130e-01
epoch 0097 | 101.85s | train_full 2.822272e-01 | test_full 2.825188e-01
epoch 0098 | 101.73s | train_full 2.879071e-01 | test_full 2.807939e-01
epoch 0099 | 101.80s | train_full 2.855364e-01 | test_full 2.894804e-01
epoch 0100 | 101.64s | train_full 2.729988e-01 | test_full 2.629924e-01
epoch 0101 | 101.84s | train_full 2.711316e-01 | test_full 2.727038e-01
epoch 0102 | 101.98s | train_full 2.665684e-01 | test_full 2.662548e-01
epoch 0103 | 101.50s | train_full 2.697317e-01 | test_full 2.634676e-01
epoch 0104 | 101.56s | train_full 2.652775e-01 | test_full 2.689755e-01
epoch 0105 | 101.64s | train_full 2.661408e-01 | test_full 2.661872e-01
epoch 0106 | 101.65s | train_full 2.690396e-01 | test_full 2.654303e-01
epoch 0107 | 101.56s | train_full 2.685968e-01 | test_full 2.662712e-01
epoch 0108 | 101.70s | train_full 2.660119e-01 | test_full 2.649356e-01
epoch 0109 | 101.74s | train_full 2.680125e-01 | test_full 2.570059e-01
epoch 0110 | 101.77s | train_full 2.682793e-01 | test_full 2.598340e-01
epoch 0111 | 101.78s | train_full 2.669548e-01 | test_full 2.593156e-01
epoch 0112 | 101.65s | train_full 2.641565e-01 | test_full 2.580057e-01
epoch 0113 | 101.97s | train_full 2.661222e-01 | test_full 2.591046e-01
epoch 0114 | 101.68s | train_full 2.677738e-01 | test_full 2.565010e-01
epoch 0115 | 101.87s | train_full 2.612650e-01 | test_full 2.573321e-01
epoch 0116 | 101.78s | train_full 2.606060e-01 | test_full 2.636682e-01
epoch 0117 | 101.60s | train_full 2.618155e-01 | test_full 2.586539e-01
epoch 0118 | 101.83s | train_full 2.608000e-01 | test_full 2.571094e-01
epoch 0119 | 101.83s | train_full 2.611952e-01 | test_full 2.643003e-01
epoch 0120 | 101.64s | train_full 2.628153e-01 | test_full 2.655850e-01
epoch 0121 | 101.69s | train_full 2.623934e-01 | test_full 2.669854e-01
epoch 0122 | 101.61s | train_full 2.669632e-01 | test_full 2.714999e-01
epoch 0123 | 101.68s | train_full 2.620003e-01 | test_full 2.627513e-01
epoch 0124 | 101.75s | train_full 2.589547e-01 | test_full 2.526140e-01
epoch 0125 | 101.80s | train_full 2.618245e-01 | test_full 2.540662e-01
epoch 0126 | 101.71s | train_full 2.588082e-01 | test_full 2.591681e-01
epoch 0127 | 101.78s | train_full 2.584334e-01 | test_full 2.539516e-01
epoch 0128 | 101.77s | train_full 2.613203e-01 | test_full 2.539261e-01
epoch 0129 | 101.84s | train_full 2.593420e-01 | test_full 2.657042e-01
epoch 0130 | 101.98s | train_full 2.603053e-01 | test_full 2.654665e-01
epoch 0131 | 101.98s | train_full 2.614606e-01 | test_full 2.595338e-01
epoch 0132 | 101.79s | train_full 2.580808e-01 | test_full 2.632651e-01
epoch 0133 | 101.66s | train_full 2.576256e-01 | test_full 2.555041e-01
epoch 0134 | 101.85s | train_full 2.605126e-01 | test_full 2.895599e-01
epoch 0135 | 101.82s | train_full 2.603390e-01 | test_full 2.582305e-01
epoch 0136 | 102.20s | train_full 2.572965e-01 | test_full 2.709638e-01
epoch 0137 | 102.17s | train_full 2.572734e-01 | test_full 2.480555e-01
epoch 0138 | 101.92s | train_full 2.577826e-01 | test_full 2.599638e-01
epoch 0139 | 101.77s | train_full 2.589514e-01 | test_full 2.547210e-01
epoch 0140 | 101.80s | train_full 2.585386e-01 | test_full 2.614714e-01
epoch 0141 | 101.85s | train_full 2.577047e-01 | test_full 2.497782e-01
epoch 0142 | 101.81s | train_full 2.542752e-01 | test_full 2.516994e-01
epoch 0143 | 101.90s | train_full 2.552830e-01 | test_full 2.762583e-01
epoch 0144 | 101.99s | train_full 2.577308e-01 | test_full 2.637933e-01
epoch 0145 | 102.15s | train_full 2.573023e-01 | test_full 2.519195e-01
epoch 0146 | 101.80s | train_full 2.546139e-01 | test_full 2.573265e-01
epoch 0147 | 101.96s | train_full 2.542704e-01 | test_full 2.472456e-01
epoch 0148 | 101.78s | train_full 2.540879e-01 | test_full 2.478412e-01
epoch 0149 | 101.80s | train_full 2.548661e-01 | test_full 2.506914e-01
epoch 0150 | 102.23s | train_full 2.575327e-01 | test_full 2.514681e-01
epoch 0151 | 102.01s | train_full 2.574749e-01 | test_full 2.499663e-01
epoch 0152 | 101.97s | train_full 2.532289e-01 | test_full 2.628746e-01
epoch 0153 | 101.88s | train_full 2.521880e-01 | test_full 2.774867e-01
epoch 0154 | 101.94s | train_full 2.545374e-01 | test_full 2.520730e-01
epoch 0155 | 101.83s | train_full 2.552383e-01 | test_full 2.503248e-01
epoch 0156 | 101.83s | train_full 2.524041e-01 | test_full 2.538409e-01
epoch 0157 | 101.78s | train_full 2.551460e-01 | test_full 2.575254e-01
epoch 0158 | 101.86s | train_full 2.528493e-01 | test_full 2.544011e-01
epoch 0159 | 101.96s | train_full 2.518819e-01 | test_full 2.637304e-01
epoch 0160 | 101.92s | train_full 2.513290e-01 | test_full 2.525585e-01
epoch 0161 | 102.00s | train_full 2.495600e-01 | test_full 2.577740e-01
epoch 0162 | 101.76s | train_full 2.526922e-01 | test_full 2.489232e-01
epoch 0163 | 101.80s | train_full 2.554675e-01 | test_full 2.436196e-01
epoch 0164 | 101.82s | train_full 2.504002e-01 | test_full 2.521563e-01
epoch 0165 | 102.08s | train_full 2.508399e-01 | test_full 2.430524e-01
epoch 0166 | 102.06s | train_full 2.500044e-01 | test_full 2.537725e-01
epoch 0167 | 101.80s | train_full 2.550601e-01 | test_full 2.670765e-01
epoch 0168 | 102.02s | train_full 2.548740e-01 | test_full 2.447248e-01
epoch 0169 | 101.65s | train_full 2.536659e-01 | test_full 2.418257e-01
epoch 0170 | 101.83s | train_full 2.500247e-01 | test_full 2.479697e-01
epoch 0171 | 101.74s | train_full 2.486973e-01 | test_full 2.670898e-01
epoch 0172 | 101.86s | train_full 2.501103e-01 | test_full 2.480097e-01
epoch 0173 | 101.89s | train_full 2.471489e-01 | test_full 2.456712e-01
epoch 0174 | 101.73s | train_full 2.469408e-01 | test_full 2.435652e-01
epoch 0175 | 102.12s | train_full 2.485818e-01 | test_full 2.652841e-01
epoch 0176 | 101.84s | train_full 2.520509e-01 | test_full 2.597898e-01
epoch 0177 | 101.67s | train_full 2.501230e-01 | test_full 2.497044e-01
epoch 0178 | 101.87s | train_full 2.541790e-01 | test_full 2.467434e-01
epoch 0179 | 101.63s | train_full 2.495684e-01 | test_full 2.552229e-01
epoch 0180 | 101.78s | train_full 2.512794e-01 | test_full 2.434562e-01
epoch 0181 | 101.69s | train_full 2.485253e-01 | test_full 2.453765e-01
epoch 0182 | 101.58s | train_full 2.471330e-01 | test_full 2.439775e-01
epoch 0183 | 101.60s | train_full 2.467292e-01 | test_full 2.538551e-01
epoch 0184 | 101.66s | train_full 2.460321e-01 | test_full 2.531434e-01
epoch 0185 | 102.22s | train_full 2.483144e-01 | test_full 2.503630e-01
epoch 0186 | 101.63s | train_full 2.484706e-01 | test_full 2.431968e-01
epoch 0187 | 101.81s | train_full 2.465036e-01 | test_full 2.466886e-01
epoch 0188 | 101.87s | train_full 2.480455e-01 | test_full 2.430716e-01
epoch 0189 | 102.13s | train_full 2.467893e-01 | test_full 2.460505e-01
epoch 0190 | 101.92s | train_full 2.481769e-01 | test_full 2.449447e-01
epoch 0191 | 101.95s | train_full 2.477643e-01 | test_full 2.391505e-01
epoch 0192 | 101.96s | train_full 2.490491e-01 | test_full 2.509086e-01
epoch 0193 | 102.06s | train_full 2.452613e-01 | test_full 2.583007e-01
epoch 0194 | 101.85s | train_full 2.493205e-01 | test_full 2.558656e-01
epoch 0195 | 101.94s | train_full 2.445559e-01 | test_full 2.506385e-01
epoch 0196 | 101.83s | train_full 2.470611e-01 | test_full 2.512883e-01
epoch 0197 | 101.89s | train_full 2.443177e-01 | test_full 2.462720e-01
epoch 0198 | 101.87s | train_full 2.466079e-01 | test_full 2.412245e-01
epoch 0199 | 101.89s | train_full 2.462592e-01 | test_full 2.503071e-01
epoch 0200 | 101.84s | train_full 2.360847e-01 | test_full 2.368957e-01
epoch 0201 | 101.99s | train_full 2.355467e-01 | test_full 2.399114e-01
epoch 0202 | 101.86s | train_full 2.352462e-01 | test_full 2.358880e-01
epoch 0203 | 101.95s | train_full 2.343330e-01 | test_full 2.369358e-01
epoch 0204 | 102.04s | train_full 2.345592e-01 | test_full 2.348861e-01
epoch 0205 | 101.89s | train_full 2.350557e-01 | test_full 2.536110e-01
epoch 0206 | 101.85s | train_full 2.358341e-01 | test_full 2.401439e-01
epoch 0207 | 101.81s | train_full 2.349242e-01 | test_full 2.345016e-01
epoch 0208 | 101.94s | train_full 2.344037e-01 | test_full 2.347076e-01
epoch 0209 | 101.91s | train_full 2.335172e-01 | test_full 2.370295e-01
epoch 0210 | 102.02s | train_full 2.354356e-01 | test_full 2.506823e-01
epoch 0211 | 102.08s | train_full 2.352449e-01 | test_full 2.369501e-01
epoch 0212 | 101.86s | train_full 2.318868e-01 | test_full 2.330806e-01
epoch 0213 | 101.85s | train_full 2.319084e-01 | test_full 2.349918e-01
epoch 0214 | 101.92s | train_full 2.340058e-01 | test_full 2.352700e-01
epoch 0215 | 102.21s | train_full 2.362120e-01 | test_full 2.385447e-01
epoch 0216 | 101.88s | train_full 2.331218e-01 | test_full 2.356904e-01
epoch 0217 | 101.91s | train_full 2.320679e-01 | test_full 2.364616e-01
epoch 0218 | 102.02s | train_full 2.330828e-01 | test_full 2.388326e-01
epoch 0219 | 102.15s | train_full 2.321559e-01 | test_full 2.405082e-01
epoch 0220 | 101.89s | train_full 2.329792e-01 | test_full 2.373480e-01
epoch 0221 | 101.84s | train_full 2.321460e-01 | test_full 2.405837e-01
epoch 0222 | 101.91s | train_full 2.318347e-01 | test_full 2.382938e-01
epoch 0223 | 101.83s | train_full 2.321341e-01 | test_full 2.357568e-01
epoch 0224 | 102.17s | train_full 2.322553e-01 | test_full 2.312619e-01
epoch 0225 | 102.05s | train_full 2.298892e-01 | test_full 2.319147e-01
epoch 0226 | 101.88s | train_full 2.317456e-01 | test_full 2.368767e-01
epoch 0227 | 102.10s | train_full 2.305532e-01 | test_full 2.374478e-01
epoch 0228 | 102.04s | train_full 2.312868e-01 | test_full 2.319683e-01
epoch 0229 | 101.87s | train_full 2.319317e-01 | test_full 2.310909e-01
epoch 0230 | 101.76s | train_full 2.309127e-01 | test_full 2.366791e-01
epoch 0231 | 101.93s | train_full 2.319899e-01 | test_full 2.303715e-01
epoch 0232 | 102.05s | train_full 2.319716e-01 | test_full 2.320040e-01
epoch 0233 | 102.44s | train_full 2.288869e-01 | test_full 2.367575e-01
epoch 0234 | 102.04s | train_full 2.302239e-01 | test_full 2.412803e-01
epoch 0235 | 101.90s | train_full 2.304491e-01 | test_full 2.342484e-01
epoch 0236 | 101.96s | train_full 2.296770e-01 | test_full 2.307941e-01
epoch 0237 | 102.02s | train_full 2.282690e-01 | test_full 2.306507e-01
epoch 0238 | 101.78s | train_full 2.298839e-01 | test_full 2.341423e-01
epoch 0239 | 101.97s | train_full 2.295396e-01 | test_full 2.385208e-01
epoch 0240 | 101.93s | train_full 2.297692e-01 | test_full 2.337886e-01
epoch 0241 | 101.94s | train_full 2.293870e-01 | test_full 2.299189e-01
epoch 0242 | 101.85s | train_full 2.301219e-01 | test_full 2.385222e-01
epoch 0243 | 101.74s | train_full 2.293806e-01 | test_full 2.287011e-01
epoch 0244 | 102.01s | train_full 2.288715e-01 | test_full 2.337012e-01
epoch 0245 | 102.01s | train_full 2.282410e-01 | test_full 2.431893e-01
epoch 0246 | 102.06s | train_full 2.285115e-01 | test_full 2.342903e-01
epoch 0247 | 101.87s | train_full 2.279438e-01 | test_full 2.337255e-01
epoch 0248 | 101.87s | train_full 2.284635e-01 | test_full 2.307782e-01
epoch 0249 | 101.96s | train_full 2.279118e-01 | test_full 2.350743e-01
epoch 0250 | 101.84s | train_full 2.272560e-01 | test_full 2.314819e-01
epoch 0251 | 101.67s | train_full 2.277638e-01 | test_full 2.383267e-01
epoch 0252 | 101.95s | train_full 2.275039e-01 | test_full 2.411658e-01
epoch 0253 | 101.87s | train_full 2.294189e-01 | test_full 2.295237e-01
epoch 0254 | 101.78s | train_full 2.273800e-01 | test_full 2.277338e-01
epoch 0255 | 101.76s | train_full 2.264270e-01 | test_full 2.304695e-01
epoch 0256 | 101.74s | train_full 2.273616e-01 | test_full 2.338582e-01
epoch 0257 | 101.90s | train_full 2.281250e-01 | test_full 2.293307e-01
epoch 0258 | 101.98s | train_full 2.273855e-01 | test_full 2.296793e-01
epoch 0259 | 101.96s | train_full 2.282938e-01 | test_full 2.287090e-01
epoch 0260 | 102.00s | train_full 2.257350e-01 | test_full 2.285844e-01
epoch 0261 | 101.99s | train_full 2.297979e-01 | test_full 2.286962e-01
epoch 0262 | 101.90s | train_full 2.285608e-01 | test_full 2.339549e-01
epoch 0263 | 101.94s | train_full 2.272103e-01 | test_full 2.292538e-01
epoch 0264 | 101.95s | train_full 2.252867e-01 | test_full 2.306220e-01
epoch 0265 | 101.72s | train_full 2.290178e-01 | test_full 2.371404e-01
epoch 0266 | 101.77s | train_full 2.264006e-01 | test_full 2.261270e-01
epoch 0267 | 101.98s | train_full 2.256278e-01 | test_full 2.301560e-01
epoch 0268 | 102.04s | train_full 2.285678e-01 | test_full 2.264516e-01
epoch 0269 | 102.19s | train_full 2.257378e-01 | test_full 2.311000e-01
epoch 0270 | 102.17s | train_full 2.294255e-01 | test_full 2.296420e-01
epoch 0271 | 101.90s | train_full 2.254215e-01 | test_full 2.339640e-01
epoch 0272 | 101.98s | train_full 2.270979e-01 | test_full 2.331789e-01
epoch 0273 | 102.08s | train_full 2.259164e-01 | test_full 2.267130e-01
epoch 0274 | 102.08s | train_full 2.271778e-01 | test_full 2.316836e-01
epoch 0275 | 101.89s | train_full 2.254686e-01 | test_full 2.376784e-01
epoch 0276 | 102.09s | train_full 2.267169e-01 | test_full 2.266111e-01
epoch 0277 | 102.03s | train_full 2.270429e-01 | test_full 2.321809e-01
epoch 0278 | 101.96s | train_full 2.280075e-01 | test_full 2.261886e-01
epoch 0279 | 102.18s | train_full 2.235957e-01 | test_full 2.248859e-01
epoch 0280 | 102.13s | train_full 2.270699e-01 | test_full 2.290595e-01
epoch 0281 | 101.94s | train_full 2.254946e-01 | test_full 2.273017e-01
epoch 0282 | 101.94s | train_full 2.256757e-01 | test_full 2.291477e-01
epoch 0283 | 101.85s | train_full 2.255938e-01 | test_full 2.257740e-01
epoch 0284 | 101.82s | train_full 2.259231e-01 | test_full 2.292868e-01
epoch 0285 | 102.02s | train_full 2.251458e-01 | test_full 2.237964e-01
epoch 0286 | 102.00s | train_full 2.255365e-01 | test_full 2.258197e-01
epoch 0287 | 101.82s | train_full 2.250596e-01 | test_full 2.241239e-01
epoch 0288 | 101.66s | train_full 2.253419e-01 | test_full 2.288281e-01
epoch 0289 | 101.85s | train_full 2.248761e-01 | test_full 2.338660e-01
epoch 0290 | 101.70s | train_full 2.252582e-01 | test_full 2.351310e-01
epoch 0291 | 101.66s | train_full 2.258934e-01 | test_full 2.290531e-01
epoch 0292 | 101.56s | train_full 2.234919e-01 | test_full 2.272770e-01
epoch 0293 | 101.64s | train_full 2.234141e-01 | test_full 2.260451e-01
epoch 0294 | 101.80s | train_full 2.233482e-01 | test_full 2.255106e-01
epoch 0295 | 101.73s | train_full 2.244057e-01 | test_full 2.258162e-01
epoch 0296 | 101.79s | train_full 2.237750e-01 | test_full 2.379802e-01
epoch 0297 | 101.61s | train_full 2.250913e-01 | test_full 2.252523e-01
epoch 0298 | 101.58s | train_full 2.232722e-01 | test_full 2.237381e-01
epoch 0299 | 101.91s | train_full 2.256103e-01 | test_full 2.333526e-01
epoch 0300 | 101.78s | train_full 2.182613e-01 | test_full 2.226401e-01
epoch 0301 | 101.77s | train_full 2.190031e-01 | test_full 2.325706e-01
epoch 0302 | 101.94s | train_full 2.180051e-01 | test_full 2.238669e-01
epoch 0303 | 101.67s | train_full 2.178317e-01 | test_full 2.212554e-01
epoch 0304 | 101.74s | train_full 2.172840e-01 | test_full 2.226159e-01
epoch 0305 | 101.79s | train_full 2.178078e-01 | test_full 2.253582e-01
epoch 0306 | 101.72s | train_full 2.174696e-01 | test_full 2.217816e-01
epoch 0307 | 101.82s | train_full 2.171488e-01 | test_full 2.292530e-01
epoch 0308 | 101.46s | train_full 2.170612e-01 | test_full 2.227602e-01
epoch 0309 | 101.51s | train_full 2.180843e-01 | test_full 2.209567e-01
epoch 0310 | 101.67s | train_full 2.173418e-01 | test_full 2.234451e-01
epoch 0311 | 101.78s | train_full 2.162661e-01 | test_full 2.207934e-01
epoch 0312 | 101.59s | train_full 2.164536e-01 | test_full 2.200562e-01
epoch 0313 | 101.57s | train_full 2.168369e-01 | test_full 2.201887e-01
epoch 0314 | 101.61s | train_full 2.183097e-01 | test_full 2.223052e-01
epoch 0315 | 101.82s | train_full 2.166221e-01 | test_full 2.223189e-01
epoch 0316 | 101.67s | train_full 2.167923e-01 | test_full 2.247002e-01
epoch 0317 | 101.63s | train_full 2.168320e-01 | test_full 2.226124e-01
epoch 0318 | 101.63s | train_full 2.166539e-01 | test_full 2.215836e-01
epoch 0319 | 101.50s | train_full 2.163731e-01 | test_full 2.218895e-01
epoch 0320 | 101.61s | train_full 2.153341e-01 | test_full 2.220786e-01
epoch 0321 | 101.55s | train_full 2.162169e-01 | test_full 2.201498e-01
epoch 0322 | 101.73s | train_full 2.157645e-01 | test_full 2.222156e-01
epoch 0323 | 101.58s | train_full 2.173589e-01 | test_full 2.238120e-01
epoch 0324 | 101.91s | train_full 2.158751e-01 | test_full 2.246901e-01
epoch 0325 | 101.75s | train_full 2.163691e-01 | test_full 2.222280e-01
epoch 0326 | 101.71s | train_full 2.148183e-01 | test_full 2.236122e-01
epoch 0327 | 101.65s | train_full 2.160741e-01 | test_full 2.204885e-01
epoch 0328 | 101.62s | train_full 2.155771e-01 | test_full 2.193034e-01
epoch 0329 | 101.62s | train_full 2.151214e-01 | test_full 2.194900e-01
epoch 0330 | 101.50s | train_full 2.157834e-01 | test_full 2.195076e-01
epoch 0331 | 101.63s | train_full 2.156731e-01 | test_full 2.199637e-01
epoch 0332 | 101.57s | train_full 2.147869e-01 | test_full 2.204165e-01
epoch 0333 | 101.56s | train_full 2.149642e-01 | test_full 2.242127e-01
epoch 0334 | 101.62s | train_full 2.159895e-01 | test_full 2.196587e-01
epoch 0335 | 101.90s | train_full 2.147445e-01 | test_full 2.189301e-01
epoch 0336 | 101.59s | train_full 2.152568e-01 | test_full 2.202575e-01
epoch 0337 | 101.75s | train_full 2.144859e-01 | test_full 2.210792e-01
epoch 0338 | 101.69s | train_full 2.159459e-01 | test_full 2.221705e-01
epoch 0339 | 101.90s | train_full 2.151005e-01 | test_full 2.206506e-01
epoch 0340 | 101.89s | train_full 2.148436e-01 | test_full 2.199145e-01
epoch 0341 | 102.35s | train_full 2.148111e-01 | test_full 2.218777e-01
epoch 0342 | 102.50s | train_full 2.145638e-01 | test_full 2.205948e-01
epoch 0343 | 101.93s | train_full 2.149615e-01 | test_full 2.202538e-01
epoch 0344 | 102.09s | train_full 2.139713e-01 | test_full 2.207936e-01
epoch 0345 | 102.03s | train_full 2.151328e-01 | test_full 2.214337e-01
epoch 0346 | 101.93s | train_full 2.153580e-01 | test_full 2.177817e-01
epoch 0347 | 102.11s | train_full 2.136753e-01 | test_full 2.198869e-01
epoch 0348 | 101.88s | train_full 2.138112e-01 | test_full 2.194982e-01
epoch 0349 | 102.18s | train_full 2.147339e-01 | test_full 2.196915e-01
epoch 0350 | 102.22s | train_full 2.139331e-01 | test_full 2.200381e-01
epoch 0351 | 102.24s | train_full 2.144706e-01 | test_full 2.190168e-01
epoch 0352 | 101.88s | train_full 2.149926e-01 | test_full 2.200447e-01
epoch 0353 | 101.87s | train_full 2.136589e-01 | test_full 2.192651e-01
epoch 0354 | 101.79s | train_full 2.144740e-01 | test_full 2.217791e-01
epoch 0355 | 101.99s | train_full 2.152294e-01 | test_full 2.201267e-01
epoch 0356 | 102.16s | train_full 2.133222e-01 | test_full 2.195013e-01
